Date,HomeTeam,AwayTeam,Result,FTHG,FTAG,League
2021-01-03,Sociedad,Osasuna,1,1.0,1.0,Spain_LaLiga
2021-01-03,Juventus,Udinese,0,4.0,1.0,Italy_SerieA
2021-01-03,Fiorentina,Bologna,1,0.0,0.0,Italy_SerieA
2021-01-03,Newcastle,Leicester,2,1.0,2.0,England_PL
2021-01-03,Huesca,Barcelona,2,0.0,1.0,Spain_LaLiga
2021-01-03,Bayern Munich,Mainz,0,5.0,2.0,Germany_Bundesliga
2021-01-03,Dortmund,Wolfsburg,0,2.0,0.0,Germany_Bundesliga
2021-01-03,Benevento,Milan,2,0.0,2.0,Italy_SerieA
2021-01-03,Chelsea,Man City,2,1.0,3.0,England_PL
2021-01-03,Inter,Crotone,0,6.0,2.0,Italy_SerieA
2021-01-03,Cagliari,Napoli,2,1.0,4.0,Italy_SerieA
2021-01-03,Atalanta,Sassuolo,0,5.0,1.0,Italy_SerieA
2021-01-03,Genoa,Lazio,1,1.0,1.0,Italy_SerieA
2021-01-03,Parma,Torino,2,0.0,3.0,Italy_SerieA
2021-01-03,Roma,Sampdoria,0,1.0,0.0,Italy_SerieA
2021-01-03,Spezia,Verona,2,0.0,1.0,Italy_SerieA
2021-01-04,Southampton,Liverpool,0,1.0,0.0,England_PL
2021-01-04,Valencia,Cadiz,1,1.0,1.0,Spain_LaLiga
2021-01-06,Metz,Bordeaux,1,0.0,0.0,France_Ligue1
2021-01-06,Strasbourg,Nimes,0,5.0,0.0,France_Ligue1
2021-01-06,Lille,Angers,2,1.0,2.0,France_Ligue1
2021-01-06,Nantes,Rennes,1,0.0,0.0,France_Ligue1
2021-01-06,Lorient,Monaco,2,2.0,5.0,France_Ligue1
2021-01-06,Cagliari,Benevento,2,1.0,2.0,Italy_SerieA
2021-01-06,Ath Bilbao,Barcelona,2,2.0,3.0,Spain_LaLiga
2021-01-06,Reims,Dijon,1,0.0,0.0,France_Ligue1
2021-01-06,Bologna,Udinese,1,2.0,2.0,Italy_SerieA
2021-01-06,Atalanta,Parma,0,3.0,0.0,Italy_SerieA
2021-01-06,Brest,Nice,0,2.0,0.0,France_Ligue1
2021-01-06,St Etienne,Paris SG,1,1.0,1.0,France_Ligue1
2021-01-06,Marseille,Montpellier,0,3.0,1.0,France_Ligue1
2021-01-06,Crotone,Roma,2,1.0,3.0,Italy_SerieA
2021-01-06,Lazio,Fiorentina,0,2.0,1.0,Italy_SerieA
2021-01-06,Sampdoria,Inter,0,2.0,1.0,Italy_SerieA
2021-01-06,Sassuolo,Genoa,0,2.0,1.0,Italy_SerieA
2021-01-06,Torino,Verona,1,1.0,1.0,Italy_SerieA
2021-01-06,Napoli,Spezia,2,1.0,2.0,Italy_SerieA
2021-01-06,Milan,Juventus,2,1.0,3.0,Italy_SerieA
2021-01-06,Lyon,Lens,0,3.0,2.0,France_Ligue1
2021-01-08,Celta,Villarreal,2,0.0,4.0,Spain_LaLiga
2021-01-08,M'gladbach,Bayern Munich,0,3.0,2.0,Germany_Bundesliga
2021-01-09,Paris SG,Brest,0,3.0,0.0,France_Ligue1
2021-01-09,Leverkusen,Werder Bremen,1,1.0,1.0,Germany_Bundesliga
2021-01-09,Mainz,Ein Frankfurt,2,0.0,2.0,Germany_Bundesliga
2021-01-09,Schalke 04,Hoffenheim,0,4.0,0.0,Germany_Bundesliga
2021-01-09,Union Berlin,Wolfsburg,1,2.0,2.0,Germany_Bundesliga
2021-01-09,RB Leipzig,Dortmund,2,1.0,3.0,Germany_Bundesliga
2021-01-09,Montpellier,Nantes,1,1.0,1.0,France_Ligue1
2021-01-09,Nimes,Lille,2,0.0,1.0,France_Ligue1
2021-01-09,Reims,St Etienne,0,3.0,1.0,France_Ligue1
2021-01-09,Rennes,Lyon,1,2.0,2.0,France_Ligue1
2021-01-09,Granada,Barcelona,2,0.0,4.0,Spain_LaLiga
2021-01-09,Osasuna,Real Madrid,1,0.0,0.0,Spain_LaLiga
2021-01-09,Monaco,Angers,0,3.0,0.0,France_Ligue1
2021-01-09,Freiburg,FC Koln,0,5.0,0.0,Germany_Bundesliga
2021-01-09,Lens,Strasbourg,2,0.0,1.0,France_Ligue1
2021-01-09,Dijon,Marseille,1,0.0,0.0,France_Ligue1
2021-01-09,Bordeaux,Lorient,0,2.0,1.0,France_Ligue1
2021-01-09,Sevilla,Sociedad,0,3.0,2.0,Spain_LaLiga
2021-01-09,Metz,Nice,1,1.0,1.0,France_Ligue1
2021-01-09,Milan,Torino,0,2.0,0.0,Italy_SerieA
2021-01-09,Benevento,Atalanta,2,1.0,4.0,Italy_SerieA
2021-01-09,Genoa,Bologna,0,2.0,0.0,Italy_SerieA
2021-01-10,Roma,Inter,1,2.0,2.0,Italy_SerieA
2021-01-10,Parma,Lazio,2,0.0,2.0,Italy_SerieA
2021-01-10,Udinese,Napoli,2,1.0,2.0,Italy_SerieA
2021-01-10,Verona,Crotone,0,2.0,1.0,Italy_SerieA
2021-01-10,Fiorentina,Cagliari,0,1.0,0.0,Italy_SerieA
2021-01-10,Bielefeld,Hertha,0,1.0,0.0,Germany_Bundesliga
2021-01-10,Augsburg,Stuttgart,2,1.0,4.0,Germany_Bundesliga
2021-01-10,Levante,Eibar,0,2.0,1.0,Spain_LaLiga
2021-01-10,Cadiz,Alaves,0,3.0,1.0,Spain_LaLiga
2021-01-10,Valladolid,Valencia,2,0.0,1.0,Spain_LaLiga
2021-01-10,Juventus,Sassuolo,0,3.0,1.0,Italy_SerieA
2021-01-11,Spezia,Sampdoria,0,2.0,1.0,Italy_SerieA
2021-01-11,Huesca,Betis,2,0.0,2.0,Spain_LaLiga
2021-01-11,Elche,Getafe,2,1.0,3.0,Spain_LaLiga
2021-01-12,Granada,Osasuna,0,2.0,0.0,Spain_LaLiga
2021-01-12,Wolves,Everton,2,1.0,2.0,England_PL
2021-01-12,Sheffield United,Newcastle,0,1.0,0.0,England_PL
2021-01-12,Ath Madrid,Sevilla,0,2.0,0.0,Spain_LaLiga
2021-01-12,Burnley,Man United,2,0.0,1.0,England_PL
2021-01-13,Man City,Brighton,0,1.0,0.0,England_PL
2021-01-13,Tottenham,Fulham,1,1.0,1.0,England_PL
2021-01-14,Arsenal,Crystal Palace,1,0.0,0.0,England_PL
2021-01-15,Lazio,Roma,0,3.0,0.0,Italy_SerieA
2021-01-15,Union Berlin,Leverkusen,0,1.0,0.0,Germany_Bundesliga
2021-01-15,Montpellier,Monaco,2,2.0,3.0,France_Ligue1
2021-01-16,Werder Bremen,Augsburg,0,2.0,0.0,Germany_Bundesliga
2021-01-16,Marseille,Nimes,2,1.0,2.0,France_Ligue1
2021-01-16,Angers,Paris SG,2,0.0,1.0,France_Ligue1
2021-01-16,Dortmund,Mainz,1,1.0,1.0,Germany_Bundesliga
2021-01-16,FC Koln,Hertha,1,0.0,0.0,Germany_Bundesliga
2021-01-16,Hoffenheim,Bielefeld,1,0.0,0.0,Germany_Bundesliga
2021-01-16,Wolfsburg,RB Leipzig,1,2.0,2.0,Germany_Bundesliga
2021-01-16,Wolves,West Brom,2,2.0,3.0,England_PL
2021-01-16,Leeds,Brighton,2,0.0,1.0,England_PL
2021-01-16,West Ham,Burnley,0,1.0,0.0,England_PL
2021-01-16,Fulham,Chelsea,2,0.0,1.0,England_PL
2021-01-16,Sampdoria,Udinese,0,2.0,1.0,Italy_SerieA
2021-01-16,Bologna,Verona,0,1.0,0.0,Italy_SerieA
2021-01-16,Torino,Spezia,1,0.0,0.0,Italy_SerieA
2021-01-16,Stuttgart,M'gladbach,1,2.0,2.0,Germany_Bundesliga
2021-01-16,Leicester,Southampton,0,2.0,0.0,England_PL
2021-01-17,Sheffield United,Tottenham,2,1.0,3.0,England_PL
2021-01-17,Strasbourg,St Etienne,0,1.0,0.0,France_Ligue1
2021-01-17,Lille,Reims,0,2.0,1.0,France_Ligue1
2021-01-17,Inter,Juventus,0,2.0,0.0,Italy_SerieA
2021-01-17,Atalanta,Genoa,1,0.0,0.0,Italy_SerieA
2021-01-17,Sassuolo,Parma,1,1.0,1.0,Italy_SerieA
2021-01-17,Lyon,Metz,2,0.0,1.0,France_Ligue1
2021-01-17,Ein Frankfurt,Schalke 04,0,3.0,1.0,Germany_Bundesliga
2021-01-17,Brest,Rennes,2,1.0,2.0,France_Ligue1
2021-01-17,Nice,Bordeaux,2,0.0,3.0,France_Ligue1
2021-01-17,Crotone,Benevento,0,4.0,1.0,Italy_SerieA
2021-01-17,Bayern Munich,Freiburg,0,2.0,1.0,Germany_Bundesliga
2021-01-17,Napoli,Fiorentina,0,6.0,0.0,Italy_SerieA
2021-01-17,Man City,Crystal Palace,0,4.0,0.0,England_PL
2021-01-17,Liverpool,Man United,1,0.0,0.0,England_PL
2021-01-17,Nantes,Lens,1,1.0,1.0,France_Ligue1
2021-01-18,Arsenal,Newcastle,0,3.0,0.0,England_PL
2021-01-18,Cagliari,Milan,2,0.0,2.0,Italy_SerieA
2021-01-19,Mainz,Wolfsburg,2,0.0,2.0,Germany_Bundesliga
2021-01-19,M'gladbach,Werder Bremen,0,1.0,0.0,Germany_Bundesliga
2021-01-19,Leverkusen,Dortmund,0,2.0,1.0,Germany_Bundesliga
2021-01-19,Hertha,Hoffenheim,2,0.0,3.0,Germany_Bundesliga
2021-01-19,Alaves,Sevilla,2,1.0,2.0,Spain_LaLiga
2021-01-19,Cadiz,Levante,1,2.0,2.0,Spain_LaLiga
2021-01-19,West Ham,West Brom,0,2.0,1.0,England_PL
2021-01-19,Leicester,Chelsea,0,2.0,0.0,England_PL
2021-01-19,Valladolid,Elche,1,2.0,2.0,Spain_LaLiga
2021-01-20,Schalke 04,FC Koln,2,1.0,2.0,Germany_Bundesliga
2021-01-20,Freiburg,Ein Frankfurt,1,2.0,2.0,Germany_Bundesliga
2021-01-20,Man City,Aston Villa,0,2.0,0.0,England_PL
2021-01-20,Marseille,Lens,2,0.0,1.0,France_Ligue1
2021-01-20,RB Leipzig,Union Berlin,0,1.0,0.0,Germany_Bundesliga
2021-01-20,Augsburg,Bayern Munich,2,0.0,1.0,Germany_Bundesliga
2021-01-20,Fulham,Man United,2,1.0,2.0,England_PL
2021-01-20,Getafe,Huesca,0,1.0,0.0,Spain_LaLiga
2021-01-20,Betis,Celta,0,2.0,1.0,Spain_LaLiga
2021-01-20,Villarreal,Granada,1,2.0,2.0,Spain_LaLiga
2021-01-20,Udinese,Atalanta,1,1.0,1.0,Italy_SerieA
2021-01-20,Bielefeld,Stuttgart,0,3.0,0.0,Germany_Bundesliga
2021-01-21,Liverpool,Burnley,2,0.0,1.0,England_PL
2021-01-21,Valencia,Osasuna,1,1.0,1.0,Spain_LaLiga
2021-01-21,Eibar,Ath Madrid,2,1.0,2.0,Spain_LaLiga
2021-01-22,Benevento,Torino,1,2.0,2.0,Italy_SerieA
2021-01-22,M'gladbach,Dortmund,0,4.0,2.0,Germany_Bundesliga
2021-01-22,Paris SG,Montpellier,0,4.0,0.0,France_Ligue1
2021-01-22,Levante,Valladolid,1,2.0,2.0,Spain_LaLiga
2021-01-23,Monaco,Marseille,0,3.0,1.0,France_Ligue1
2021-01-23,Hertha,Werder Bremen,2,1.0,4.0,Germany_Bundesliga
2021-01-23,Lens,Nice,2,0.0,1.0,France_Ligue1
2021-01-23,Fiorentina,Crotone,0,2.0,1.0,Italy_SerieA
2021-01-23,Mainz,RB Leipzig,0,3.0,2.0,Germany_Bundesliga
2021-01-23,Milan,Atalanta,2,0.0,3.0,Italy_SerieA
2021-01-23,Freiburg,Stuttgart,0,2.0,1.0,Germany_Bundesliga
2021-01-23,Udinese,Inter,1,0.0,0.0,Italy_SerieA
2021-01-23,Leverkusen,Wolfsburg,2,0.0,1.0,Germany_Bundesliga
2021-01-23,Aston Villa,Newcastle,0,2.0,0.0,England_PL
2021-01-23,Huesca,Villarreal,1,0.0,0.0,Spain_LaLiga
2021-01-23,Sociedad,Betis,1,2.0,2.0,Spain_LaLiga
2021-01-23,Roma,Spezia,0,4.0,3.0,Italy_SerieA
2021-01-23,Alaves,Real Madrid,2,1.0,4.0,Spain_LaLiga
2021-01-23,Augsburg,Union Berlin,0,2.0,1.0,Germany_Bundesliga
2021-01-23,Bielefeld,Ein Frankfurt,2,1.0,5.0,Germany_Bundesliga
2021-01-23,Sevilla,Cadiz,0,3.0,0.0,Spain_LaLiga
2021-01-24,Dijon,Strasbourg,1,1.0,1.0,France_Ligue1
2021-01-24,Metz,Nantes,0,2.0,0.0,France_Ligue1
2021-01-24,Reims,Brest,0,1.0,0.0,France_Ligue1
2021-01-24,Rennes,Lille,2,0.0,1.0,France_Ligue1
2021-01-24,St Etienne,Lyon,2,0.0,5.0,France_Ligue1
2021-01-24,Bordeaux,Angers,0,2.0,1.0,France_Ligue1
2021-01-24,Parma,Sampdoria,2,0.0,2.0,Italy_SerieA
2021-01-24,Juventus,Bologna,0,2.0,0.0,Italy_SerieA
2021-01-24,Ath Madrid,Valencia,0,3.0,1.0,Spain_LaLiga
2021-01-24,Celta,Eibar,1,1.0,1.0,Spain_LaLiga
2021-01-24,Elche,Barcelona,2,0.0,2.0,Spain_LaLiga
2021-01-24,Osasuna,Granada,0,3.0,1.0,Spain_LaLiga
2021-01-24,Hoffenheim,FC Koln,0,3.0,0.0,Germany_Bundesliga
2021-01-24,Lazio,Sassuolo,0,2.0,1.0,Italy_SerieA
2021-01-24,Schalke 04,Bayern Munich,2,0.0,4.0,Germany_Bundesliga
2021-01-24,Verona,Napoli,0,3.0,1.0,Italy_SerieA
2021-01-24,Genoa,Cagliari,0,1.0,0.0,Italy_SerieA
2021-01-25,Ath Bilbao,Getafe,0,5.0,1.0,Spain_LaLiga
2021-01-26,Newcastle,Leeds,2,1.0,2.0,England_PL
2021-01-26,Crystal Palace,West Ham,2,2.0,3.0,England_PL
2021-01-26,Southampton,Arsenal,2,1.0,3.0,England_PL
2021-01-26,West Brom,Man City,2,0.0,5.0,England_PL
2021-01-27,Burnley,Aston Villa,0,3.0,2.0,England_PL
2021-01-27,Chelsea,Wolves,1,0.0,0.0,England_PL
2021-01-27,Brighton,Fulham,1,0.0,0.0,England_PL
2021-01-27,Everton,Leicester,1,1.0,1.0,England_PL
2021-01-27,Man United,Sheffield United,2,1.0,2.0,England_PL
2021-01-27,Lorient,Dijon,0,3.0,2.0,France_Ligue1
2021-01-28,Tottenham,Liverpool,2,1.0,3.0,England_PL
2021-01-29,Stuttgart,Mainz,0,2.0,0.0,Germany_Bundesliga
2021-01-29,Valladolid,Huesca,2,1.0,3.0,Spain_LaLiga
2021-01-29,Lyon,Bordeaux,0,2.0,1.0,France_Ligue1
2021-01-29,Torino,Fiorentina,1,1.0,1.0,Italy_SerieA
2021-01-30,Ein Frankfurt,Hertha,0,3.0,1.0,Germany_Bundesliga
2021-01-30,Union Berlin,M'gladbach,1,1.0,1.0,Germany_Bundesliga
2021-01-30,Werder Bremen,Schalke 04,1,1.0,1.0,Germany_Bundesliga
2021-01-30,RB Leipzig,Leverkusen,0,1.0,0.0,Germany_Bundesliga
2021-01-30,Bayern Munich,Hoffenheim,0,4.0,1.0,Germany_Bundesliga
2021-01-30,Dortmund,Augsburg,0,3.0,1.0,Germany_Bundesliga
2021-01-30,Montpellier,Lens,2,1.0,2.0,France_Ligue1
2021-01-30,Bologna,Milan,2,1.0,2.0,Italy_SerieA
2021-01-30,Inter,Benevento,0,4.0,0.0,Italy_SerieA
2021-01-30,Everton,Newcastle,2,0.0,2.0,England_PL
2021-01-30,Crystal Palace,Wolves,0,1.0,0.0,England_PL
2021-01-30,Valencia,Elche,0,1.0,0.0,Spain_LaLiga
2021-01-30,Real Madrid,Levante,2,1.0,2.0,Spain_LaLiga
2021-01-30,Sampdoria,Juventus,2,0.0,2.0,Italy_SerieA
2021-01-30,Eibar,Sevilla,2,0.0,2.0,Spain_LaLiga
2021-01-30,Southampton,Aston Villa,2,0.0,1.0,England_PL
2021-01-30,Villarreal,Sociedad,1,1.0,1.0,Spain_LaLiga
2021-01-30,Man City,Sheffield United,0,1.0,0.0,England_PL
2021-01-30,West Brom,Fulham,1,2.0,2.0,England_PL
2021-01-30,Arsenal,Man United,1,0.0,0.0,England_PL
2021-01-31,Barcelona,Ath Bilbao,0,2.0,1.0,Spain_LaLiga
2021-01-31,Roma,Verona,0,3.0,1.0,Italy_SerieA
2021-01-31,Wolfsburg,Freiburg,0,3.0,0.0,Germany_Bundesliga
2021-01-31,Napoli,Parma,0,2.0,0.0,Italy_SerieA
2021-01-31,Spezia,Udinese,2,0.0,1.0,Italy_SerieA
2021-01-31,Atalanta,Lazio,2,1.0,3.0,Italy_SerieA
2021-01-31,FC Koln,Bielefeld,0,3.0,1.0,Germany_Bundesliga
2021-01-31,Getafe,Alaves,1,0.0,0.0,Spain_LaLiga
2021-01-31,Brighton,Tottenham,0,1.0,0.0,England_PL
2021-01-31,Granada,Celta,1,0.0,0.0,Spain_LaLiga
2021-01-31,Cagliari,Sassuolo,1,1.0,1.0,Italy_SerieA
2021-01-31,West Ham,Liverpool,2,1.0,3.0,England_PL
2021-01-31,Leicester,Leeds,2,1.0,3.0,England_PL
2021-01-31,Chelsea,Burnley,0,2.0,0.0,England_PL
2021-01-31,Nice,St Etienne,2,0.0,1.0,France_Ligue1
2021-01-31,Angers,Nimes,0,3.0,1.0,France_Ligue1
2021-01-31,Brest,Metz,2,2.0,4.0,France_Ligue1
2021-01-31,Lorient,Paris SG,0,3.0,2.0,France_Ligue1
2021-01-31,Strasbourg,Reims,2,0.0,1.0,France_Ligue1
2021-01-31,Lille,Dijon,0,1.0,0.0,France_Ligue1
2021-01-31,Nantes,Monaco,2,1.0,2.0,France_Ligue1
2021-01-31,Cadiz,Ath Madrid,2,2.0,4.0,Spain_LaLiga
2021-01-31,Crotone,Genoa,2,0.0,3.0,Italy_SerieA
2021-02-01,Betis,Osasuna,0,1.0,0.0,Spain_LaLiga
2021-02-02,Newcastle,Crystal Palace,2,1.0,2.0,England_PL
2021-02-02,Man United,Southampton,0,9.0,0.0,England_PL
2021-02-02,Wolves,Arsenal,0,2.0,1.0,England_PL
2021-02-02,Sheffield United,West Brom,0,2.0,1.0,England_PL
2021-02-03,Liverpool,Brighton,2,0.0,1.0,England_PL
2021-02-03,Aston Villa,West Ham,2,1.0,3.0,England_PL
2021-02-03,Leeds,Everton,2,1.0,2.0,England_PL
2021-02-03,Fulham,Leicester,2,0.0,2.0,England_PL
2021-02-03,Rennes,Lorient,1,1.0,1.0,France_Ligue1
2021-02-03,Burnley,Man City,2,0.0,2.0,England_PL
2021-02-03,Reims,Angers,1,0.0,0.0,France_Ligue1
2021-02-03,Bordeaux,Lille,2,0.0,3.0,France_Ligue1
2021-02-03,St Etienne,Nantes,1,1.0,1.0,France_Ligue1
2021-02-03,Paris SG,Nimes,0,3.0,0.0,France_Ligue1
2021-02-03,Monaco,Nice,0,2.0,1.0,France_Ligue1
2021-02-03,Lens,Marseille,1,2.0,2.0,France_Ligue1
2021-02-03,Dijon,Lyon,2,0.0,1.0,France_Ligue1
2021-02-03,Strasbourg,Brest,1,2.0,2.0,France_Ligue1
2021-02-03,Metz,Montpellier,1,1.0,1.0,France_Ligue1
2021-02-04,Tottenham,Chelsea,2,0.0,1.0,England_PL
2021-02-05,Alaves,Valladolid,0,1.0,0.0,Spain_LaLiga
2021-02-05,Fiorentina,Inter,2,0.0,2.0,Italy_SerieA
2021-02-05,Hertha,Bayern Munich,2,0.0,1.0,Germany_Bundesliga
2021-02-06,Levante,Granada,1,2.0,2.0,Spain_LaLiga
2021-02-06,Man United,Everton,1,3.0,3.0,England_PL
2021-02-06,Huesca,Real Madrid,2,1.0,2.0,Spain_LaLiga
2021-02-06,Sassuolo,Spezia,2,1.0,2.0,Italy_SerieA
2021-02-06,Fulham,West Ham,1,0.0,0.0,England_PL
2021-02-06,Sevilla,Getafe,0,3.0,0.0,Spain_LaLiga
2021-02-06,Burnley,Brighton,1,1.0,1.0,England_PL
2021-02-06,Aston Villa,Arsenal,0,1.0,0.0,England_PL
2021-02-06,Elche,Villarreal,1,2.0,2.0,Spain_LaLiga
2021-02-06,Atalanta,Torino,1,3.0,3.0,Italy_SerieA
2021-02-06,Lorient,Reims,0,1.0,0.0,France_Ligue1
2021-02-06,Newcastle,Southampton,0,3.0,2.0,England_PL
2021-02-06,Lyon,Strasbourg,0,3.0,0.0,France_Ligue1
2021-02-06,Lens,Rennes,1,0.0,0.0,France_Ligue1
2021-02-06,M'gladbach,FC Koln,2,1.0,2.0,Germany_Bundesliga
2021-02-06,Schalke 04,RB Leipzig,2,0.0,3.0,Germany_Bundesliga
2021-02-06,Mainz,Union Berlin,0,1.0,0.0,Germany_Bundesliga
2021-02-06,Leverkusen,Stuttgart,0,5.0,2.0,Germany_Bundesliga
2021-02-06,Juventus,Roma,0,2.0,0.0,Italy_SerieA
2021-02-06,Genoa,Napoli,0,2.0,1.0,Italy_SerieA
2021-02-06,Freiburg,Dortmund,0,2.0,1.0,Germany_Bundesliga
2021-02-06,Augsburg,Wolfsburg,2,0.0,2.0,Germany_Bundesliga
2021-02-07,Montpellier,Dijon,0,4.0,2.0,France_Ligue1
2021-02-07,Hoffenheim,Ein Frankfurt,2,1.0,3.0,Germany_Bundesliga
2021-02-07,Lazio,Cagliari,0,1.0,0.0,Italy_SerieA
2021-02-07,Parma,Bologna,2,0.0,3.0,Italy_SerieA
2021-02-07,Udinese,Verona,0,2.0,0.0,Italy_SerieA
2021-02-07,Brest,Bordeaux,0,2.0,1.0,France_Ligue1
2021-02-07,Nice,Angers,0,3.0,0.0,France_Ligue1
2021-02-07,Sheffield United,Chelsea,2,1.0,2.0,England_PL
2021-02-07,Nimes,Monaco,2,3.0,4.0,France_Ligue1
2021-02-07,St Etienne,Metz,0,1.0,0.0,France_Ligue1
2021-02-07,Nantes,Lille,2,0.0,2.0,France_Ligue1
2021-02-07,Marseille,Paris SG,2,0.0,2.0,France_Ligue1
2021-02-07,Betis,Barcelona,2,2.0,3.0,Spain_LaLiga
2021-02-07,Tottenham,West Brom,0,2.0,0.0,England_PL
2021-02-07,Wolves,Leicester,1,0.0,0.0,England_PL
2021-02-07,Osasuna,Eibar,0,2.0,1.0,Spain_LaLiga
2021-02-07,Ath Bilbao,Valencia,1,1.0,1.0,Spain_LaLiga
2021-02-07,Liverpool,Man City,2,1.0,4.0,England_PL
2021-02-07,Sociedad,Cadiz,0,4.0,1.0,Spain_LaLiga
2021-02-07,Milan,Crotone,0,4.0,0.0,Italy_SerieA
2021-02-07,Benevento,Sampdoria,1,1.0,1.0,Italy_SerieA
2021-02-08,Ath Madrid,Celta,1,2.0,2.0,Spain_LaLiga
2021-02-08,Leeds,Crystal Palace,0,2.0,0.0,England_PL
2021-02-09,Real Madrid,Getafe,0,2.0,0.0,Spain_LaLiga
2021-02-12,Bologna,Benevento,1,1.0,1.0,Italy_SerieA
2021-02-12,Celta,Elche,0,3.0,1.0,Spain_LaLiga
2021-02-12,RB Leipzig,Augsburg,0,2.0,1.0,Germany_Bundesliga
2021-02-13,Torino,Genoa,1,0.0,0.0,Italy_SerieA
2021-02-13,Paris SG,Nice,0,2.0,1.0,France_Ligue1
2021-02-13,Spezia,Milan,0,2.0,0.0,Italy_SerieA
2021-02-13,Napoli,Juventus,0,1.0,0.0,Italy_SerieA
2021-02-13,Dortmund,Hoffenheim,1,2.0,2.0,Germany_Bundesliga
2021-02-13,Eibar,Valladolid,1,1.0,1.0,Spain_LaLiga
2021-02-13,Lyon,Montpellier,2,1.0,2.0,France_Ligue1
2021-02-13,Reims,Lens,1,1.0,1.0,France_Ligue1
2021-02-13,Leverkusen,Mainz,1,2.0,2.0,Germany_Bundesliga
2021-02-13,Stuttgart,Hertha,1,1.0,1.0,Germany_Bundesliga
2021-02-13,Werder Bremen,Freiburg,1,0.0,0.0,Germany_Bundesliga
2021-02-13,Union Berlin,Schalke 04,1,0.0,0.0,Germany_Bundesliga
2021-02-13,Granada,Ath Madrid,2,1.0,2.0,Spain_LaLiga
2021-02-13,Sevilla,Huesca,0,1.0,0.0,Spain_LaLiga
2021-02-13,Barcelona,Alaves,0,5.0,1.0,Spain_LaLiga
2021-02-13,Leicester,Liverpool,0,3.0,1.0,England_PL
2021-02-13,Crystal Palace,Burnley,2,0.0,3.0,England_PL
2021-02-13,Man City,Tottenham,0,3.0,0.0,England_PL
2021-02-13,Brighton,Aston Villa,1,0.0,0.0,England_PL
2021-02-14,Southampton,Wolves,2,1.0,2.0,England_PL
2021-02-14,Angers,Nantes,2,1.0,3.0,France_Ligue1
2021-02-14,Roma,Udinese,0,3.0,0.0,Italy_SerieA
2021-02-14,Monaco,Lorient,1,2.0,2.0,France_Ligue1
2021-02-14,Dijon,Nimes,2,0.0,2.0,France_Ligue1
2021-02-14,Cagliari,Atalanta,2,0.0,1.0,Italy_SerieA
2021-02-14,Inter,Lazio,0,3.0,1.0,Italy_SerieA
2021-02-14,Crotone,Sassuolo,2,1.0,2.0,Italy_SerieA
2021-02-14,Wolfsburg,M'gladbach,1,0.0,0.0,Germany_Bundesliga
2021-02-14,Villarreal,Betis,2,1.0,2.0,Spain_LaLiga
2021-02-14,Levante,Osasuna,2,0.0,1.0,Spain_LaLiga
2021-02-14,Real Madrid,Valencia,0,2.0,0.0,Spain_LaLiga
2021-02-14,Getafe,Sociedad,2,0.0,1.0,Spain_LaLiga
2021-02-14,Ein Frankfurt,FC Koln,0,2.0,0.0,Germany_Bundesliga
2021-02-14,Sampdoria,Fiorentina,0,2.0,1.0,Italy_SerieA
2021-02-14,Arsenal,Leeds,0,4.0,2.0,England_PL
2021-02-14,Everton,Fulham,2,0.0,2.0,England_PL
2021-02-14,Bordeaux,Marseille,1,0.0,0.0,France_Ligue1
2021-02-14,Lille,Brest,1,0.0,0.0,France_Ligue1
2021-02-14,Rennes,St Etienne,2,0.0,2.0,France_Ligue1
2021-02-14,Metz,Strasbourg,2,1.0,2.0,France_Ligue1
2021-02-14,West Brom,Man United,1,1.0,1.0,England_PL
2021-02-15,West Ham,Sheffield United,0,3.0,0.0,England_PL
2021-02-15,Chelsea,Newcastle,0,2.0,0.0,England_PL
2021-02-15,Bayern Munich,Bielefeld,1,3.0,3.0,Germany_Bundesliga
2021-02-15,Cadiz,Ath Bilbao,2,0.0,4.0,Spain_LaLiga
2021-02-15,Verona,Parma,0,2.0,1.0,Italy_SerieA
2021-02-17,Burnley,Fulham,1,1.0,1.0,England_PL
2021-02-17,Marseille,Nice,0,3.0,2.0,France_Ligue1
2021-02-17,Levante,Ath Madrid,1,1.0,1.0,Spain_LaLiga
2021-02-17,Everton,Man City,2,1.0,3.0,England_PL
2021-02-19,Bielefeld,Wolfsburg,2,0.0,3.0,Germany_Bundesliga
2021-02-19,Fiorentina,Spezia,0,3.0,0.0,Italy_SerieA
2021-02-19,Cagliari,Torino,2,0.0,1.0,Italy_SerieA
2021-02-19,Betis,Getafe,0,1.0,0.0,Spain_LaLiga
2021-02-19,Wolves,Leeds,0,1.0,0.0,England_PL
2021-02-19,Brest,Lyon,2,2.0,3.0,France_Ligue1
2021-02-20,Genoa,Verona,1,2.0,2.0,Italy_SerieA
2021-02-20,Liverpool,Everton,2,0.0,2.0,England_PL
2021-02-20,Burnley,West Brom,1,0.0,0.0,England_PL
2021-02-20,Schalke 04,Dortmund,2,0.0,4.0,Germany_Bundesliga
2021-02-20,M'gladbach,Mainz,2,1.0,2.0,Germany_Bundesliga
2021-02-20,Freiburg,Union Berlin,2,0.0,1.0,Germany_Bundesliga
2021-02-20,FC Koln,Stuttgart,2,0.0,1.0,Germany_Bundesliga
2021-02-20,Ein Frankfurt,Bayern Munich,0,2.0,1.0,Germany_Bundesliga
2021-02-20,St Etienne,Reims,1,1.0,1.0,France_Ligue1
